,Date,Address
,2020-11-04,2305 RANCOCAS Road 144
,2020-11-04,1 CREEKSIDE Way
,2020-11-04,870 N US-130 n1
,2020-11-04,S US-130 @ JACKSON Street
,2020-11-04,1701 SALEM Road O4
,2020-11-05,132 RIVERBANK
,2020-11-07,S US-130 @ COLUMBUS Road
,2020-11-08,39 CREEKSIDE Way
,2020-11-08,2305 RANCOCAS Road 144b
,2020-11-08,2919 RT206
,2020-11-08,RANCOCAS Road @ SUNSET Road
,2020-11-08,1701 SALEM Road M9
,2020-11-09,1508 MOUNT HOLLY Road 120
,2020-11-09,902 JACKSONVILLE Road 1470
,2020-11-09,1701 SALEM Road G7
,2020-11-10,115 SUNSET Road SUITE 111
,2020-11-10,870 N US-130 S12
,2020-11-10,1508 MOUNT HOLLY Road 123
,2020-11-10,320 CONROW Street 149
,2020-11-11,NECK Road @ COLUMBUS Road
,2020-11-11,5000 N US-295
,2020-11-11,320 CONROW Street 149
,2020-11-11,S US-130 @ HORNBERGER Avenue
,2020-11-12,115 SUNSET Road A6
,2020-11-12,902 JACKSONVILLE Road 2415
,2020-11-12,1113 HOSPITAL Drive 305
,2020-11-12,RAILROAD Avenue @ BROAD Street
,2020-11-12,115 SUNSET Road SUITE 111
,2020-11-13,1701 SALEM Road K12
,2020-11-13,870 N US-130 p3
,2020-11-13,901 BROAD Street 103
,2020-11-14,MOUNT HOLLY Road @ BROMLEY Boulevard
,2020-11-14,2885 RT 206
,2020-11-14,255 E PEARL Street 502
,2020-11-14,902 JACKSONVILLE Road 266
,2020-11-14,1701 SALEM Road G3
,2020-11-15,255 E PEARL Street 401
,2020-11-15,2093 RT 130
,2020-11-15,115 SUNSET Road SUITE 111
,2020-11-15,1701 SALEM Road K12
,2020-11-16,2305 RANCOCAS Road 146
,2020-11-17,2621 RT206
,2020-11-17,902 JACKSONVILLE Road 356
,2020-11-17,S US-130 @ E FEDERAL Street
,2020-11-18,902 JACKSONVILLE Road 2459
,2020-11-18,55 SUNSET Road 513
,2020-11-18,5060 N US-295
,2020-11-18,BEVERLY RANCOCAS Road @ WINDSOR Lane
,2020-11-18,SUNSET Road @ LEVITT Parkway
,2020-11-19,902 JACKSONVILLE Road 2421
,2020-11-19,1130 SUNSET Road 8J
,2020-11-19,115 SUNSET Road D10
,2020-11-20,1701 SALEM Road G3
,2020-11-20,N US-130 @ NECK Road
,2020-11-20,N US-130 @ NECK Road
,2020-11-20,111 SUNSET Road 138
,2020-11-21,115 SUNSET Road RM 8 D WING
,2020-11-22,56 BENFORD Lane
,2020-11-22,870 N US-130 S12
,2020-11-22,WOOD Street @ RIVERBANK
,2020-11-22,JEROME Street @ GREENWOOD Avenue
,2020-11-22,4353 S RT 130
,2020-11-22,255 E PEARL Street 401
,2020-11-25,902 JACKSONVILLE Road 306
,2020-11-25,1701 SALEM Road L7
,2020-11-26,902 JACKSONVILLE Road s309
,2020-11-26,2305 RANCOCAS Road 148
,2020-11-26,1294 COOPER Street 2B
,2020-11-27,111 SUNSET Road 138
,2020-11-27,1701 SALEM Road L7
,2020-11-27,DEVLIN Avenue @ W BROAD Street
,2020-11-29,N US-130 @ VANSCIVER Parkway
,2020-11-29,VETERANS Drive @ BURLINGTON BRISTOL BRIDGE
,2020-11-29,1701 SALEM Road L7
,2020-11-30,902 JACKSONVILLE Road 1442
,2020-11-30,1421 KENNYS CV
,2020-11-30,902 JACKSONVILLE Road 367
,2020-11-30,5020 N US-295
,2020-11-30,401 INDEPENDENCE Road
,2020-11-30,MOUNT HOLLY Road @ N US-295 RAMP
,2020-11-30,1130 SUNSET Road 8J
,2020-12-01,CLIFF Avenue @ WARREN Street
,2020-12-01,WARREN Street @ WOODLANE Road
,2020-12-02,255 E PEARL Street APT 201
,2020-12-02,1714 HANCOCK Lane 238
,2020-12-03,4314 N RT 130
,2020-12-03,902 JACKSONVILLE Road 3423
,2020-12-03,115 SUNSET Road SUITE 111
,2020-12-03,W BROAD Street @ WOOD Street
,2020-12-04,2004 CEDAR LANE EXT
,2020-12-04,OXMEAD Road @ BROMLEY Boulevard
,2020-12-05,NORTHGATE VILLAGE @ BURLINGTON Bypass
,2020-12-05,1701 SALEM Road L7
,2020-12-05,870 N US-130 g3
,2020-12-05,RIVER Road @ NECK Road
,2020-12-06,902 JACKSONVILLE Road 332
,2020-12-06,309 NORTHGATE VILLAGE 65
,2020-12-06,56 BENFORD Lane
,2020-12-06,2601 MOUNT HOLLY Road SUITE B
,2020-12-07,NORTHGATE VILLAGE @ BURLINGTON Bypass
,2020-12-07,115 SUNSET Road SUITE 111
,2020-12-07,1508 MOUNT HOLLY Road 130
,2020-12-07,RAILROAD Avenue @ COOPER Street
,2020-12-08,1508 MOUNT HOLLY Road 229
,2020-12-08,1701 SALEM Road M7
,2020-12-08,4740 S US-295
,2020-12-08,E BROAD Street @ EARL Street
,2020-12-08,HANCOCK Lane @ BROMLEY Boulevard
,2020-12-08,FOUNTAIN Avenue @ MOUNT HOLLY Road
,2020-12-09,505 MITCHELL Avenue 502
,2020-12-09,1113 HOSPITAL Drive 203
,2020-12-09,403 ARNEYS MOUNT BIRMINGHAM Road
,2020-12-10,320 CONROW Street 149
,2020-12-10,N US-130 @ BEVERLY RANCOCAS Road
,2020-12-10,4820 S US-295
,2020-12-10,1508 MOUNT HOLLY Road 205
,2020-12-11,115 SUNSET Road RM 11
,2020-12-11,1508 MOUNT HOLLY Road 202
,2020-12-12,1701 SALEM Road L7
,2020-12-12,902 JACKSONVILLE Road 305
,2020-12-12,5100 S US-295
,2020-12-13,1714 HANCOCK Lane 202
,2020-12-13,902 JACKSONVILLE Road 2454
,2020-12-13,1130 SUNSET Road 6B
,2020-12-13,4760 S US-295
,2020-12-13,E FEDERAL Street @ MITCHELL Avenue
,2020-12-14,1701 SALEM Road A12
,2020-12-14,255 E PEARL Street 225
,2020-12-15,115 SUNSET Road SUITE 111
,2020-12-15,82 CREEKSIDE Way
,2020-12-16,BORDENTOWN Road @ JONES Street
,2020-12-16,1422 KENNYS CV
,2020-12-17,2000 BURLINGTON Bypass 90
,2020-12-18,240 E PEARL Street 108
,2020-12-18,LEVITT Parkway @ HARRISON Drive
,2020-12-19,401 INDEPENDENCE Road
,2020-12-20,11 CREEKSIDE Way
,2020-12-20,2000 BURLINGTON Bypass 87
,2020-12-20,1701 SALEM Road L7
,2020-12-20,2885 RT 206
,2020-12-20,320 CONROW Street 149
,2020-12-20,1714 HANCOCK Lane 105
,2020-12-20,S US-295 RAMP @ MOUNT HOLLY Road
,2020-12-20,4461 S RT 130
,2020-12-21,115 SUNSET Road SUITE 111
,2020-12-21,BURLINGTON COLUMBUS Road @ OLD YORK Road
,2020-12-21,902 JACKSONVILLE Road 1464
,2020-12-23,SUNSET Road @ SALEM Road
,2020-12-23,1210 N US-130 324
,2020-12-24,111 SUNSET Road 103
,2020-12-24,320 CONROW Street 129
,2020-12-24,1508 MOUNT HOLLY Road 120
,2020-12-24,901 BROAD Street 513
,2020-12-24,902 JACKSONVILLE Road 269
,2020-12-24,4800 N US-295
,2020-12-24,SUNSET Road @ SALEM Road
,2020-12-25,870 N US-130 4m
,2020-12-25,1701 SALEM Road A12
,2020-12-25,1701 SALEM Road A12
,2020-12-25,DELANCO Road @ PERKINS Lane
,2020-12-26,1210 N US-130 324
,2020-12-26,275 W US-130 S
,2020-12-27,WASHINGTON Avenue @ JUNIPER Street
,2020-12-28,115 SUNSET Road SUITE 111
,2020-12-29,S US-130 @ COLUMBUS Road
,2020-12-29,902 JACKSONVILLE Road 309
,2020-12-29,870 N US-130 B2
,2020-12-29,SUNSET Road @ AMHERST Drive
,2020-12-30,1701 SALEM Road F12
,2020-12-31,4287 S RT 130 A
,2020-12-31,DULTYS Lane & NECK Road
,2020-12-31,1824 N RT 130
